type,defName,fileName,lineno,MLOC,PAR,DOC,RMLOC
DEF,DnfModule._mark_package_install,D:\ansible\modules\dnf.py,746,43,2,0,69
DEF,DnfModule._parse_spec_group_file,D:\ansible\modules\dnf.py,816,27,1,0,36
DEF,DnfModule._update_only,D:\ansible\modules\dnf.py,853,15,2,0,21
DEF,DnfModule._install_remote_rpms,D:\ansible\modules\dnf.py,875,25,2,0,31
DEF,DnfModule._is_module_installed,D:\ansible\modules\dnf.py,907,11,2,0,16
DEF,DnfModule.ensure,D:\ansible\modules\dnf.py,924,239,1,0,341
DEF,DnfModule.run,D:\ansible\modules\dnf.py,1266,38,1,0,62
DEF,main,D:\ansible\modules\dnf.py,1330,12,1,0,28
DEF,is_installed,D:\ansible\modules\dnf5.py,357,5,2,0,6
DEF,is_newer_version_installed,D:\ansible\modules\dnf5.py,365,34,2,0,42
DEF,package_to_dict,D:\ansible\modules\dnf5.py,409,10,1,0,12
DEF,get_unneeded_pkgs,D:\ansible\modules\dnf5.py,423,4,1,0,5
DEF,Dnf5Module.__init__,D:\ansible\modules\dnf5.py,431,2,2,0,5
DEF,Dnf5Module._ensure_dnf,D:\ansible\modules\dnf5.py,437,23,1,0,39
DEF,Dnf5Module.run,D:\ansible\modules\dnf5.py,477,192,1,0,239
DEF,main,D:\ansible\modules\dnf5.py,718,0,1,0,2
DEF,main,D:\ansible\modules\dpkg_selections.py,59,22,1,0,34
DEF,response_closure,D:\ansible\modules\expect.py,138,3,3,2,13
DEF,wrapped,D:\ansible\modules\expect.py,141,6,1,0,8
DEF,main,D:\ansible\modules\expect.py,153,82,1,0,120
DEF,AnsibleModuleError.__init__,D:\ansible\modules\file.py,249,1,2,0,2
DEF,AnsibleModuleError.__repr__,D:\ansible\modules\file.py,252,1,1,0,2
DEF,Sentinel.__new__,D:\ansible\modules\file.py,261,1,3,0,2
DEF,_ansible_excepthook,D:\ansible\modules\file.py,265,3,3,0,6
DEF,additional_parameter_handling,D:\ansible\modules\file.py,273,21,1,0,44
DEF,get_state,D:\ansible\modules\file.py,319,15,1,0,22
DEF,recursive_set_attributes,D:\ansible\modules\file.py,344,27,5,0,41
DEF,initial_diff,D:\ansible\modules\file.py,387,19,3,0,26
DEF,get_timestamp_for_time,D:\ansible\modules\file.py,419,11,2,0,14
DEF,update_timestamp_for_file,D:\ansible\modules\file.py,435,39,3,0,57
DEF,keep_backward_compatibility_on_timestamps,D:\ansible\modules\file.py,494,5,2,0,7
DEF,execute_diff_peek,D:\ansible\modules\file.py,503,10,1,0,15
DEF,ensure_absent,D:\ansible\modules\file.py,520,20,1,0,27
DEF,execute_touch,D:\ansible\modules\file.py,549,30,3,0,41
DEF,ensure_file_attributes,D:\ansible\modules\file.py,592,18,3,0,24
DEF,ensure_directory,D:\ansible\modules\file.py,618,46,4,0,69
DEF,ensure_symlink,D:\ansible\modules\file.py,689,77,5,0,109
DEF,ensure_hardlink,D:\ansible\modules\file.py,800,71,5,0,88
DEF,check_owner_exists,D:\ansible\modules\file.py,890,11,2,0,12
DEF,check_group_exists,D:\ansible\modules\file.py,904,11,2,0,12
DEF,main,D:\ansible\modules\file.py,918,53,1,0,67
DEF,_Object.__init__,D:\ansible\modules\find.py,280,2,2,0,3
DEF,pfilter,D:\ansible\modules\find.py,285,29,1,0,37
DEF,agefilter,D:\ansible\modules\find.py,324,7,4,0,9
DEF,sizefilter,D:\ansible\modules\find.py,335,7,2,0,9
DEF,contentfilter,D:\ansible\modules\find.py,346,20,3,0,35
DEF,mode_filter,D:\ansible\modules\find.py,383,11,4,0,17
DEF,statinfo,D:\ansible\modules\find.py,402,41,1,0,46
DEF,main,D:\ansible\modules\find.py,450,118,1,2,160
DEF,handle_walk_errors,D:\ansible\modules\find.py,495,4,1,0,5
DEF,main,D:\ansible\modules\getent.py,123,51,1,0,72
DEF,url_filename,D:\ansible\modules\get_url.py,384,4,1,0,5
DEF,url_get,D:\ansible\modules\get_url.py,391,27,6,0,46
DEF,extract_filename_from_headers,D:\ansible\modules\get_url.py,439,9,1,0,18
DEF,is_url,D:\ansible\modules\get_url.py,459,2,1,0,6
DEF,main,D:\ansible\modules\get_url.py,470,159,1,0,234
DEF,relocate_repo,D:\ansible\modules\git.py,350,14,5,0,16
DEF,head_splitter,D:\ansible\modules\git.py,368,21,2,0,25
DEF,unfrackgitpath,D:\ansible\modules\git.py,395,3,1,0,6
DEF,get_submodule_update_params,D:\ansible\modules\git.py,403,18,3,0,26
DEF,write_ssh_wrapper,D:\ansible\modules\git.py,431,15,1,0,35
DEF,set_git_ssh_env,D:\ansible\modules\git.py,468,24,4,0,51
DEF,get_version,D:\ansible\modules\git.py,521,4,3,0,7
DEF,ssh_supports_acceptnewhostkey,D:\ansible\modules\git.py,530,12,1,0,13
DEF,get_submodule_versions,D:\ansible\modules\git.py,545,22,3,0,25
DEF,clone,D:\ansible\modules\git.py,572,48,16,0,69
DEF,has_local_mods,D:\ansible\modules\git.py,643,7,4,0,10
DEF,reset,D:\ansible\modules\git.py,655,2,3,0,8
DEF,get_diff,D:\ansible\modules\git.py,665,15,9,0,19
DEF,get_remote_head,D:\ansible\modules\git.py,686,32,6,0,43
DEF,is_remote_tag,D:\ansible\modules\git.py,731,5,5,0,7
DEF,get_branches,D:\ansible\modules\git.py,740,9,3,0,10
DEF,get_annotated_tags,D:\ansible\modules\git.py,752,11,3,0,12
DEF,is_remote_branch,D:\ansible\modules\git.py,766,5,5,0,7
DEF,is_local_branch,D:\ansible\modules\git.py,775,7,4,0,9
DEF,is_not_a_branch,D:\ansible\modules\git.py,786,5,3,0,6
DEF,get_repo_path,D:\ansible\modules\git.py,794,15,2,0,23
DEF,get_head_branch,D:\ansible\modules\git.py,819,11,4,0,26
DEF,get_remote_url,D:\ansible\modules\git.py,847,5,4,0,9
DEF,set_remote_url,D:\ansible\modules\git.py,858,9,5,0,16
DEF,fetch,D:\ansible\modules\git.py,876,36,10,0,60
DEF,submodules_fetch,D:\ansible\modules\git.py,938,29,5,0,43
DEF,submodule_update,D:\ansible\modules\git.py,983,14,4,0,21
DEF,set_remote_branch,D:\ansible\modules\git.py,1006,6,6,0,13
DEF,switch_version,D:\ansible\modules\git.py,1021,28,8,0,39
DEF,verify_commit_sign,D:\ansible\modules\git.py,1062,14,5,0,16
DEF,get_gpg_fingerprint,D:\ansible\modules\git.py,1080,6,1,0,14
DEF,git_version,D:\ansible\modules\git.py,1096,8,2,0,12
DEF,git_archive,D:\ansible\modules\git.py,1110,10,7,0,13
DEF,create_archive,D:\ansible\modules\git.py,1125,31,8,0,46
DEF,main,D:\ansible\modules\git.py,1175,178,1,0,252
DEF,Group.__new__,D:\ansible\modules\group.py,141,2,3,0,3
DEF,Group.__init__,D:\ansible\modules\group.py,145,8,2,0,9
DEF,Group.execute_command,D:\ansible\modules\group.py,155,1,2,0,2
DEF,Group.group_del,D:\ansible\modules\group.py,158,5,1,0,7
DEF,Group._local_check_gid_exists,D:\ansible\modules\group.py,166,4,1,0,5
DEF,Group.group_add,D:\ansible\modules\group.py,172,15,2,0,17
DEF,Group.group_mod,D:\ansible\modules\group.py,190,19,2,0,21
DEF,Group.group_exists,D:\ansible\modules\group.py,212,17,1,0,24
DEF,Group.group_info,D:\ansible\modules\group.py,237,7,1,0,8
DEF,Linux.group_del,D:\ansible\modules\group.py,260,8,1,0,10
DEF,SunOS.group_add,D:\ansible\modules\group.py,287,9,2,0,10
DEF,AIX.group_del,D:\ansible\modules\group.py,315,2,1,0,3
DEF,AIX.group_add,D:\ansible\modules\group.py,319,8,2,0,9
DEF,AIX.group_mod,D:\ansible\modules\group.py,329,12,2,0,13
DEF,FreeBsdGroup.group_del,D:\ansible\modules\group.py,360,2,1,0,3
DEF,FreeBsdGroup.group_add,D:\ansible\modules\group.py,364,7,2,0,8
DEF,FreeBsdGroup.group_mod,D:\ansible\modules\group.py,373,13,2,0,15
DEF,DarwinGroup.group_add,D:\ansible\modules\group.py,416,12,2,0,13
DEF,DarwinGroup.group_del,D:\ansible\modules\group.py,430,5,1,0,6
DEF,DarwinGroup.group_mod,D:\ansible\modules\group.py,437,10,1,0,11
DEF,DarwinGroup.get_lowest_available_system_gid,D:\ansible\modules\group.py,449,17,1,0,19
DEF,OpenBsdGroup.group_del,D:\ansible\modules\group.py,484,2,1,0,3
DEF,OpenBsdGroup.group_add,D:\ansible\modules\group.py,488,8,2,0,9
DEF,OpenBsdGroup.group_mod,D:\ansible\modules\group.py,498,13,2,0,14
DEF,NetBsdGroup.group_del,D:\ansible\modules\group.py,530,2,1,0,3
DEF,NetBsdGroup.group_add,D:\ansible\modules\group.py,534,8,2,0,9
DEF,NetBsdGroup.group_mod,D:\ansible\modules\group.py,544,13,2,0,14
DEF,BusyBoxGroup.group_add,D:\ansible\modules\group.py,573,7,2,0,11
DEF,BusyBoxGroup.group_del,D:\ansible\modules\group.py,585,2,1,0,3
DEF,BusyBoxGroup.group_mod,D:\ansible\modules\group.py,589,16,2,0,22
DEF,main,D:\ansible\modules\group.py,619,51,1,0,69
DEF,BaseStrategy.__init__,D:\ansible\modules\hostname.py,103,2,2,0,3
DEF,BaseStrategy.update_current_and_permanent_hostname,D:\ansible\modules\hostname.py,107,2,1,0,4
DEF,BaseStrategy.update_current_hostname,D:\ansible\modules\hostname.py,112,6,1,0,7
DEF,BaseStrategy.update_permanent_hostname,D:\ansible\modules\hostname.py,120,6,1,0,7
DEF,BaseStrategy.get_current_hostname,D:\ansible\modules\hostname.py,128,1,1,0,2
DEF,BaseStrategy.set_current_hostname,D:\ansible\modules\hostname.py,131,1,2,0,2
DEF,BaseStrategy.get_permanent_hostname,D:\ansible\modules\hostname.py,134,1,1,0,2
DEF,BaseStrategy.set_permanent_hostname,D:\ansible\modules\hostname.py,137,1,2,0,2
DEF,UnimplementedStrategy.update_current_and_permanent_hostname,D:\ansible\modules\hostname.py,142,0,1,0,2
DEF,UnimplementedStrategy.update_current_hostname,D:\ansible\modules\hostname.py,145,0,1,0,2
DEF,UnimplementedStrategy.update_permanent_hostname,D:\ansible\modules\hostname.py,148,0,1,0,2
DEF,UnimplementedStrategy.get_current_hostname,D:\ansible\modules\hostname.py,151,0,1,0,2
DEF,UnimplementedStrategy.set_current_hostname,D:\ansible\modules\hostname.py,154,0,2,0,2
DEF,UnimplementedStrategy.get_permanent_hostname,D:\ansible\modules\hostname.py,157,0,1,0,2
DEF,UnimplementedStrategy.set_permanent_hostname,D:\ansible\modules\hostname.py,160,0,2,0,2
DEF,UnimplementedStrategy.unimplemented_error,D:\ansible\modules\hostname.py,163,7,1,0,9
DEF,CommandStrategy.__init__,D:\ansible\modules\hostname.py,177,1,2,0,3
DEF,CommandStrategy.get_current_hostname,D:\ansible\modules\hostname.py,181,5,1,0,6
DEF,CommandStrategy.set_current_hostname,D:\ansible\modules\hostname.py,188,4,2,0,5
DEF,CommandStrategy.get_permanent_hostname,D:\ansible\modules\hostname.py,194,1,1,0,2
DEF,CommandStrategy.set_permanent_hostname,D:\ansible\modules\hostname.py,197,1,2,0,2
DEF,FileStrategy.get_permanent_hostname,D:\ansible\modules\hostname.py,204,8,1,0,10
DEF,FileStrategy.set_permanent_hostname,D:\ansible\modules\hostname.py,215,7,2,0,8
DEF,RedHatStrategy.get_permanent_hostname,D:\ansible\modules\hostname.py,240,12,1,0,14
DEF,RedHatStrategy.set_permanent_hostname,D:\ansible\modules\hostname.py,255,18,2,0,20
DEF,AlpineStrategy.set_current_hostname,D:\ansible\modules\hostname.py,286,5,2,0,8
DEF,SystemdStrategy.__init__,D:\ansible\modules\hostname.py,304,1,2,0,3
DEF,SystemdStrategy.get_current_hostname,D:\ansible\modules\hostname.py,308,5,1,0,6
DEF,SystemdStrategy.set_current_hostname,D:\ansible\modules\hostname.py,315,6,2,0,7
DEF,SystemdStrategy.get_permanent_hostname,D:\ansible\modules\hostname.py,323,5,1,0,6
DEF,SystemdStrategy.set_permanent_hostname,D:\ansible\modules\hostname.py,330,6,2,0,7
DEF,SystemdStrategy.update_current_and_permanent_hostname,D:\ansible\modules\hostname.py,338,2,1,0,6
DEF,OpenRCStrategy.get_permanent_hostname,D:\ansible\modules\hostname.py,354,11,1,0,13
DEF,OpenRCStrategy.set_permanent_hostname,D:\ansible\modules\hostname.py,368,12,2,0,15
DEF,OpenBSDStrategy.__init__,D:\ansible\modules\hostname.py,395,1,2,0,3
DEF,OpenBSDStrategy.get_current_hostname,D:\ansible\modules\hostname.py,399,5,1,0,6
DEF,OpenBSDStrategy.set_current_hostname,D:\ansible\modules\hostname.py,406,4,2,0,5
DEF,SolarisStrategy.__init__,D:\ansible\modules\hostname.py,421,1,2,0,3
DEF,SolarisStrategy.set_current_hostname,D:\ansible\modules\hostname.py,425,5,2,0,6
DEF,SolarisStrategy.get_permanent_hostname,D:\ansible\modules\hostname.py,432,7,1,0,8
DEF,SolarisStrategy.set_permanent_hostname,D:\ansible\modules\hostname.py,441,4,2,0,5
DEF,FreeBSDStrategy.__init__,D:\ansible\modules\hostname.py,457,1,2,0,3
DEF,FreeBSDStrategy.get_current_hostname,D:\ansible\modules\hostname.py,461,5,1,0,6
DEF,FreeBSDStrategy.set_current_hostname,D:\ansible\modules\hostname.py,468,4,2,0,5
DEF,FreeBSDStrategy.get_permanent_hostname,D:\ansible\modules\hostname.py,474,11,1,0,13
DEF,FreeBSDStrategy.set_permanent_hostname,D:\ansible\modules\hostname.py,488,14,2,0,18
DEF,DarwinStrategy.__init__,D:\ansible\modules\hostname.py,527,3,2,0,6
DEF,DarwinStrategy._scrub_hostname,D:\ansible\modules\hostname.py,534,9,2,0,20
DEF,DarwinStrategy.get_current_hostname,D:\ansible\modules\hostname.py,555,5,1,0,7
DEF,DarwinStrategy.get_permanent_hostname,D:\ansible\modules\hostname.py,563,5,1,0,7
DEF,DarwinStrategy.set_permanent_hostname,D:\ansible\modules\hostname.py,571,8,2,0,10
DEF,DarwinStrategy.set_current_hostname,D:\ansible\modules\hostname.py,582,1,2,0,2
DEF,DarwinStrategy.update_current_hostname,D:\ansible\modules\hostname.py,585,1,1,0,2
DEF,DarwinStrategy.update_permanent_hostname,D:\ansible\modules\hostname.py,588,7,1,0,14
DEF,Hostname.__new__,D:\ansible\modules\hostname.py,618,2,3,0,3
DEF,Hostname.__init__,D:\ansible\modules\hostname.py,622,9,2,0,13
DEF,Hostname.update_current_and_permanent_hostname,D:\ansible\modules\hostname.py,636,1,1,0,2
DEF,Hostname.get_current_hostname,D:\ansible\modules\hostname.py,639,1,1,0,2
DEF,Hostname.set_current_hostname,D:\ansible\modules\hostname.py,642,0,2,0,2
DEF,Hostname.get_permanent_hostname,D:\ansible\modules\hostname.py,645,1,1,0,2
DEF,Hostname.set_permanent_hostname,D:\ansible\modules\hostname.py,648,0,2,0,2
DEF,main,D:\ansible\modules\hostname.py,870,24,1,0,37
DEF,append_param,D:\ansible\modules\iptables.py,570,7,4,0,10
DEF,append_tcp_flags,D:\ansible\modules\iptables.py,582,3,3,0,4
DEF,append_match_flag,D:\ansible\modules\iptables.py,588,4,4,0,5
DEF,append_csv,D:\ansible\modules\iptables.py,595,2,3,0,3
DEF,append_match,D:\ansible\modules\iptables.py,600,2,3,0,3
DEF,append_jump,D:\ansible\modules\iptables.py,605,2,3,0,3
DEF,append_wait,D:\ansible\modules\iptables.py,610,2,3,0,3
DEF,construct_rule,D:\ansible\modules\iptables.py,615,78,1,0,81
DEF,push_arguments,D:\ansible\modules\iptables.py,698,8,3,0,9
DEF,check_rule_present,D:\ansible\modules\iptables.py,709,3,3,0,4
DEF,append_rule,D:\ansible\modules\iptables.py,715,2,3,0,3
DEF,insert_rule,D:\ansible\modules\iptables.py,720,2,3,0,3
DEF,remove_rule,D:\ansible\modules\iptables.py,725,2,3,0,3
DEF,flush_table,D:\ansible\modules\iptables.py,730,2,3,0,3
DEF,set_chain_policy,D:\ansible\modules\iptables.py,735,3,3,0,4
DEF,get_chain_policy,D:\ansible\modules\iptables.py,741,9,3,0,10
DEF,get_iptables_version,D:\ansible\modules\iptables.py,753,3,2,0,4
DEF,create_chain,D:\ansible\modules\iptables.py,759,2,3,0,3
DEF,check_chain_present,D:\ansible\modules\iptables.py,764,5,3,0,6
DEF,delete_chain,D:\ansible\modules\iptables.py,772,2,3,0,3
DEF,main,D:\ansible\modules\iptables.py,777,129,1,0,172
DEF,enforce_state,D:\ansible\modules\known_hosts.py,116,46,2,0,78
DEF,sanity_check,D:\ansible\modules\known_hosts.py,196,15,4,0,35
DEF,search_for_host_key,D:\ansible\modules\known_hosts.py,233,34,5,0,60
DEF,hash_host_key,D:\ansible\modules\known_hosts.py,295,6,2,0,8
DEF,normalize_known_hosts_key,D:\ansible\modules\known_hosts.py,305,12,1,0,23
DEF,compute_diff,D:\ansible\modules\known_hosts.py,330,19,5,0,22
DEF,main,D:\ansible\modules\known_hosts.py,354,10,1,0,15
DEF,write_changes,D:\ansible\modules\lineinfile.py,256,17,3,0,20
DEF,check_file_attrs,D:\ansible\modules\lineinfile.py,278,7,4,0,11
DEF,present,D:\ansible\modules\lineinfile.py,291,136,11,0,211
DEF,absent,D:\ansible\modules\lineinfile.py,504,34,6,2,59
DEF,matcher,D:\ansible\modules\lineinfile.py,528,8,1,0,10
DEF,main,D:\ansible\modules\lineinfile.py,565,50,1,0,65
DEF,RPM.list_installed,D:\ansible\modules\package_facts.py,274,1,1,0,2
DEF,RPM.get_package_details,D:\ansible\modules\package_facts.py,277,5,2,0,6
DEF,RPM.is_available,D:\ansible\modules\package_facts.py,284,15,1,0,23
DEF,APT.__init__,D:\ansible\modules\package_facts.py,313,2,1,0,3
DEF,APT.pkg_cache,D:\ansible\modules\package_facts.py,318,5,1,0,6
DEF,APT.is_available,D:\ansible\modules\package_facts.py,325,16,1,0,23
DEF,APT.list_installed,D:\ansible\modules\package_facts.py,349,2,1,0,4
DEF,APT.get_package_details,D:\ansible\modules\package_facts.py,354,2,2,0,3
DEF,PACMAN.list_installed,D:\ansible\modules\package_facts.py,363,5,1,0,6
DEF,PACMAN.get_package_details,D:\ansible\modules\package_facts.py,370,17,2,0,26
DEF,PKG.list_installed,D:\ansible\modules\package_facts.py,403,4,1,0,5
DEF,PKG.get_package_details,D:\ansible\modules\package_facts.py,409,20,2,0,31
DEF,PORTAGE.list_installed,D:\ansible\modules\package_facts.py,447,4,1,0,5
DEF,PORTAGE.get_package_details,D:\ansible\modules\package_facts.py,453,1,2,0,2
DEF,APK.list_installed,D:\ansible\modules\package_facts.py,461,4,1,0,5
DEF,APK.get_package_details,D:\ansible\modules\package_facts.py,467,9,2,0,11
DEF,PKG_INFO.list_installed,D:\ansible\modules\package_facts.py,484,4,1,0,5
DEF,PKG_INFO.get_package_details,D:\ansible\modules\package_facts.py,490,8,2,0,11
DEF,main,D:\ansible\modules\package_facts.py,503,51,1,0,78
DEF,main,D:\ansible\modules\ping.py,69,9,1,0,16
DEF,_is_vcs_url,D:\ansible\modules\pip.py,349,1,1,0,3
DEF,_is_venv_command,D:\ansible\modules\pip.py,354,9,1,0,10
DEF,_is_package_name,D:\ansible\modules\pip.py,366,1,1,0,3
DEF,_recover_package_name,D:\ansible\modules\pip.py,371,19,1,0,35
DEF,_get_cmd_options,D:\ansible\modules\pip.py,408,7,2,0,9
DEF,_get_packages,D:\ansible\modules\pip.py,419,10,3,0,16
DEF,_is_present,D:\ansible\modules\pip.py,437,8,4,0,13
DEF,_get_pip,D:\ansible\modules\pip.py,452,30,1,0,49
DEF,_have_pip_module,D:\ansible\modules\pip.py,503,16,1,0,28
DEF,_fail,D:\ansible\modules\pip.py,533,6,4,0,7
DEF,_get_package_info,D:\ansible\modules\pip.py,542,11,2,0,22
DEF,setup_virtualenv,D:\ansible\modules\pip.py,566,25,5,0,49
DEF,Package.__init__,D:\ansible\modules\pip.py,627,17,2,0,22
DEF,Package.has_version_specifier,D:\ansible\modules\pip.py,651,4,1,0,4
DEF,Package.is_satisfied_by,D:\ansible\modules\pip.py,656,8,2,0,12
DEF,Package.canonicalize_name,D:\ansible\modules\pip.py,670,2,1,0,3
DEF,Package.__str__,D:\ansible\modules\pip.py,674,3,1,0,4
DEF,main,D:\ansible\modules\pip.py,680,143,1,0,204
DEF,write_changes,D:\ansible\modules\replace.py,195,16,3,0,19
DEF,check_file_attrs,D:\ansible\modules\replace.py,216,7,3,0,11
DEF,main,D:\ansible\modules\replace.py,229,73,1,0,92
DEF,is_pubkey,D:\ansible\modules\rpm_key.py,90,2,1,0,4
DEF,RpmKey.__init__,D:\ansible\modules\rpm_key.py,98,41,2,0,52
DEF,RpmKey.fetch_key,D:\ansible\modules\rpm_key.py,151,12,2,0,15
DEF,RpmKey.normalize_keyid,D:\ansible\modules\rpm_key.py,167,6,2,0,9
DEF,RpmKey.getkeyid,D:\ansible\modules\rpm_key.py,177,6,2,0,8
DEF,RpmKey.getfingerprint,D:\ansible\modules\rpm_key.py,186,8,2,0,19
DEF,RpmKey.is_keyid,D:\ansible\modules\rpm_key.py,206,1,2,0,3
DEF,RpmKey.execute_command,D:\ansible\modules\rpm_key.py,210,4,2,0,5
DEF,RpmKey.is_key_imported,D:\ansible\modules\rpm_key.py,216,10,2,0,11
DEF,RpmKey.import_key,D:\ansible\modules\rpm_key.py,228,2,2,0,3
DEF,RpmKey.drop_key,D:\ansible\modules\rpm_key.py,232,2,2,0,3
DEF,main,D:\ansible\modules\rpm_key.py,237,8,1,0,12
DEF,Service.__new__,D:\ansible\modules\service.py,203,2,3,0,3
DEF,Service.__init__,D:\ansible\modules\service.py,207,20,2,0,21
DEF,Service.get_service_tools,D:\ansible\modules\service.py,232,0,1,0,2
DEF,Service.service_enable,D:\ansible\modules\service.py,235,0,1,0,2
DEF,Service.get_service_status,D:\ansible\modules\service.py,238,0,1,0,2
DEF,Service.service_control,D:\ansible\modules\service.py,241,0,1,0,2
DEF,Service.execute_command,D:\ansible\modules\service.py,247,66,2,0,93
DEF,Service.check_ps,D:\ansible\modules\service.py,341,12,1,0,20
DEF,Service.check_service_changed,D:\ansible\modules\service.py,362,10,1,0,12
DEF,Service.modify_service_state,D:\ansible\modules\service.py,375,18,1,0,27
DEF,Service.service_enable_rcconf,D:\ansible\modules\service.py,403,30,1,0,53
DEF,LinuxService.get_service_tools,D:\ansible\modules\service.py,468,47,1,2,77
DEF,LinuxService.check_systemd,D:\ansible\modules\service.py,483,3,1,0,6
DEF,LinuxService.get_systemd_service_enabled,D:\ansible\modules\service.py,546,11,1,2,18
DEF,LinuxService.sysv_exists,D:\ansible\modules\service.py,547,2,1,0,3
DEF,LinuxService.sysv_is_enabled,D:\ansible\modules\service.py,551,1,1,0,2
DEF,LinuxService.get_systemd_status_dict,D:\ansible\modules\service.py,565,25,1,0,39
DEF,LinuxService.get_systemd_service_status,D:\ansible\modules\service.py,605,12,1,0,17
DEF,LinuxService.get_service_status,D:\ansible\modules\service.py,623,38,1,0,61
DEF,LinuxService.service_enable,D:\ansible\modules\service.py,685,147,1,0,242
DEF,LinuxService.write_to_override_file,D:\ansible\modules\service.py,697,3,2,0,4
DEF,LinuxService.service_control,D:\ansible\modules\service.py,928,36,1,0,67
DEF,FreeBsdService.get_service_tools,D:\ansible\modules\service.py,1007,4,1,0,6
DEF,FreeBsdService.get_service_status,D:\ansible\modules\service.py,1014,7,1,0,9
DEF,FreeBsdService.service_enable,D:\ansible\modules\service.py,1024,39,1,0,66
DEF,FreeBsdService.service_control,D:\ansible\modules\service.py,1091,10,1,0,15
DEF,DragonFlyBsdService.service_enable,D:\ansible\modules\service.py,1118,9,1,0,14
DEF,OpenBsdService.get_service_tools,D:\ansible\modules\service.py,1144,9,1,0,14
DEF,OpenBsdService.get_service_status,D:\ansible\modules\service.py,1159,9,1,0,13
DEF,OpenBsdService.service_control,D:\ansible\modules\service.py,1173,3,1,0,5
DEF,OpenBsdService.service_enable,D:\ansible\modules\service.py,1179,18,1,0,26
DEF,NetBsdService.get_service_tools,D:\ansible\modules\service.py,1219,7,1,0,10
DEF,NetBsdService.service_enable,D:\ansible\modules\service.py,1230,9,1,0,14
DEF,NetBsdService.get_service_status,D:\ansible\modules\service.py,1245,6,1,0,7
DEF,NetBsdService.service_control,D:\ansible\modules\service.py,1253,6,1,0,8
DEF,SunOSService.get_service_tools,D:\ansible\modules\service.py,1273,9,1,0,15
DEF,SunOSService.svcadm_supports_sync,D:\ansible\modules\service.py,1289,4,1,0,7
DEF,SunOSService.get_service_status,D:\ansible\modules\service.py,1297,4,1,0,8
DEF,SunOSService.get_sunos_svcs_status,D:\ansible\modules\service.py,1306,8,1,0,13
DEF,SunOSService.service_enable,D:\ansible\modules\service.py,1320,28,1,0,49
DEF,SunOSService.service_control,D:\ansible\modules\service.py,1370,19,1,0,25
DEF,AIX.get_service_tools,D:\ansible\modules\service.py,1408,12,1,0,20
DEF,AIX.get_service_status,D:\ansible\modules\service.py,1429,4,1,0,8
DEF,AIX.get_aix_src_status,D:\ansible\modules\service.py,1438,17,1,0,31
DEF,AIX.service_control,D:\ansible\modules\service.py,1470,32,1,0,43
DEF,main,D:\ansible\modules\service.py,1518,53,1,0,89
DEF,BaseService.__init__,D:\ansible\modules\service_facts.py,102,1,2,0,2
DEF,ServiceScanService._list_sysvinit,D:\ansible\modules\service_facts.py,108,12,2,0,18
DEF,ServiceScanService._list_upstart,D:\ansible\modules\service_facts.py,127,17,2,0,20
DEF,ServiceScanService._list_rh,D:\ansible\modules\service_facts.py,148,37,2,0,48
DEF,ServiceScanService._list_openrc,D:\ansible\modules\service_facts.py,197,21,2,0,23
DEF,ServiceScanService.gather_services,D:\ansible\modules\service_facts.py,221,15,1,0,20
DEF,SystemctlScanService.systemd_enabled,D:\ansible\modules\service_facts.py,247,1,1,0,2
DEF,SystemctlScanService._list_from_units,D:\ansible\modules\service_facts.py,250,17,3,0,27
DEF,SystemctlScanService._list_from_unit_files,D:\ansible\modules\service_facts.py,278,16,3,0,21
DEF,SystemctlScanService.gather_services,D:\ansible\modules\service_facts.py,300,7,1,0,10
DEF,AIXScanService.gather_services,D:\ansible\modules\service_facts.py,314,21,1,0,25
DEF,OpenBSDScanService.query_rcctl,D:\ansible\modules\service_facts.py,343,9,2,0,12
DEF,OpenBSDScanService.get_info,D:\ansible\modules\service_facts.py,356,11,2,0,14
DEF,OpenBSDScanService.gather_services,D:\ansible\modules\service_facts.py,371,20,1,0,34
DEF,main,D:\ansible\modules\service_facts.py,407,14,1,0,16
DEF,main,D:\ansible\modules\setup.py,182,28,1,0,44
DEF,main,D:\ansible\modules\slurp.py,91,19,1,0,27
DEF,format_output,D:\ansible\modules\stat.py,382,48,3,0,60
DEF,main,D:\ansible\modules\stat.py,444,68,1,0,91
DEF,Subversion.__init__,D:\ansible\modules\subversion.py,149,8,9,0,9
DEF,Subversion.has_option_password_from_stdin,D:\ansible\modules\subversion.py,159,2,1,0,3
DEF,Subversion._exec,D:\ansible\modules\subversion.py,163,20,2,0,27
DEF,Subversion.is_svn_repo,D:\ansible\modules\subversion.py,191,2,1,0,4
DEF,Subversion.checkout,D:\ansible\modules\subversion.py,196,5,1,0,7
DEF,Subversion.export,D:\ansible\modules\subversion.py,204,5,1,0,8
DEF,Subversion.switch,D:\ansible\modules\subversion.py,213,5,1,0,9
DEF,Subversion.update,D:\ansible\modules\subversion.py,223,5,1,0,8
DEF,Subversion.revert,D:\ansible\modules\subversion.py,232,5,1,0,7
DEF,Subversion.get_revision,D:\ansible\modules\subversion.py,240,10,1,0,16
DEF,Subversion.get_remote_revision,D:\ansible\modules\subversion.py,257,6,1,0,9
DEF,Subversion.has_local_mods,D:\ansible\modules\subversion.py,267,3,1,0,8
DEF,Subversion.needs_update,D:\ansible\modules\subversion.py,276,12,1,0,14
