class_name,degree,neighbors_count,in_degree,out_degree,self_loops,nodes_inherit,nodes_inherited,nodes_aggregate,nodes_aggregated,nodes_combinate,nodes_combinated,RCLOC,CLOC,NOA,NOM,fileName,lineno
ansible.module_utils.facts.system.distribution.DistributionFactCollector,1,1,0,1,0,1,0,0,0,0,0,17.0,7.0,2.0,1.0,D:\ansible\module_utils\facts\system\distribution.py,709.0
ansible.module_utils.facts.system.distribution.DistributionFiles,0,0,0,0,0,0,0,0,0,0,0,451.0,50.0,4.0,18.0,D:\ansible\module_utils\facts\system\distribution.py,48.0
ansible.modules.dnf5.Dnf5Module,1,1,0,1,0,1,0,0,0,0,0,286.0,4.0,0.0,3.0,D:\ansible\modules\dnf5.py,430.0
ansible.modules.dnf.DnfModule,1,1,0,1,0,1,0,0,0,0,0,920.0,19.0,0.0,18.0,D:\ansible\modules\dnf.py,408.0
ansible.module_utils.facts.system.dns.DnsFactCollector,1,1,0,1,0,1,0,0,0,0,0,43.0,4.0,2.0,1.0,D:\ansible\module_utils\facts\system\dns.py,25.0
ansible.cli.doc.DocCLI,1,1,0,1,0,1,0,0,0,0,0,1086.0,57.0,23.0,32.0,D:\ansible\cli\doc.py,423.0
ansible.modules.group.DragonFlyBsdGroup,1,1,0,1,0,1,0,0,0,0,0,7.0,2.0,1.0,0.0,D:\ansible\modules\group.py,390.0
ansible.modules.service.DragonFlyBsdService,1,1,0,1,0,1,0,0,0,0,0,24.0,4.0,2.0,1.0,D:\ansible\modules\service.py,1108.0
ansible.modules.user.DragonFlyBsdUser,1,1,0,1,0,1,0,0,0,0,0,9.0,2.0,1.0,0.0,D:\ansible\modules\user.py,1617.0
ansible.module_utils.facts.hardware.dragonfly.DragonFlyHardwareCollector,2,1,1,1,0,1,0,0,0,0,1,4.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\hardware\dragonfly.py,22.0
ansible.module_utils.facts.network.dragonfly.DragonFlyNetwork,2,2,0,2,0,1,0,0,0,1,0,6.0,2.0,1.0,0.0,D:\ansible\module_utils\facts\network\dragonfly.py,22.0
ansible.module_utils.facts.network.dragonfly.DragonFlyNetworkCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\network\dragonfly.py,30.0
ansible.module_utils.facts.virtual.dragonfly.DragonFlyVirtualCollector,2,1,1,1,0,1,0,0,0,0,1,4.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\virtual\dragonfly.py,21.0
ansible.module_utils.errors.ElementError,1,1,0,1,0,1,0,0,0,0,0,2.0,1.0,0.0,0.0,D:\ansible\module_utils\errors.py,81.0
ansible.module_utils.facts.system.env.EnvFactCollector,1,1,0,1,0,1,0,0,0,0,0,12.0,4.0,2.0,1.0,D:\ansible\module_utils\facts\system\env.py,27.0
ansible.modules.hostname.EurolinuxHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,864.0
ansible.vars.fact_cache.FactCache,2,2,0,2,0,0,0,0,0,2,0,53.0,12.0,0.0,11.0,D:\ansible\vars\fact_cache.py,19.0
ansible.module_utils.facts.namespace.FactNamespace,1,0,1,0,0,0,1,0,0,0,0,10.0,3.0,0.0,3.0,D:\ansible\module_utils\facts\namespace.py,31.0
ansible.module_utils.facts.other.facter.FacterFactCollector,1,1,0,1,0,1,0,0,0,0,0,66.0,8.0,2.0,5.0,D:\ansible\module_utils\facts\other\facter.py,14.0
ansible.executor.play_iterator.FailedStates,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,6.0,0.0,D:\ansible\executor\play_iterator.py,47.0
ansible.module_utils.facts.network.fc_wwn.FcWwnInitiatorFactCollector,1,1,0,1,0,1,0,0,0,0,0,78.0,4.0,2.0,1.0,D:\ansible\module_utils\facts\network\fc_wwn.py,29.0
ansible.playbook.attribute.FieldAttribute,8,7,1,7,0,1,1,0,0,6,0,33.0,3.0,0.0,2.0,D:\ansible\playbook\attribute.py,146.0
ansible.playbook.base.FieldAttributeBase,4,0,4,0,0,0,2,0,0,0,2,617.0,28.0,1.0,27.0,D:\ansible\playbook\base.py,80.0
ansible.modules.hostname.FileStrategy,19,16,3,16,0,1,3,0,0,15,0,22.0,4.0,1.0,2.0,D:\ansible\modules\hostname.py,201.0
ansible.utils.display.FilterBlackList,0,0,0,0,0,0,0,0,0,0,0,6.0,3.0,0.0,2.0,D:\ansible\utils\display.py,127.0
ansible.plugins.filter.core.FilterModule,0,0,0,0,0,0,0,0,0,0,0,93.0,2.0,0.0,1.0,D:\ansible\plugins\filter\core.py,602.0
ansible.plugins.filter.encryption.FilterModule,0,0,0,0,0,0,0,0,0,0,0,10.0,2.0,0.0,1.0,D:\ansible\plugins\filter\encryption.py,85.0
ansible.plugins.filter.mathstuff.FilterModule,0,0,0,0,0,0,0,0,0,0,0,34.0,2.0,0.0,1.0,D:\ansible\plugins\filter\mathstuff.py,217.0
ansible.plugins.filter.urls.FilterModule,0,0,0,0,0,0,0,0,0,0,0,7.0,2.0,0.0,1.0,D:\ansible\plugins\filter\urls.py,13.0
ansible.plugins.filter.urlsplit.FilterModule,0,0,0,0,0,0,0,0,0,0,0,7.0,2.0,0.0,1.0,D:\ansible\plugins\filter\urlsplit.py,80.0
ansible.utils.display.FilterUserInjector,0,0,0,0,0,0,0,0,0,0,0,15.0,6.0,0.0,1.0,D:\ansible\utils\display.py,135.0
ansible.executor.task_queue_manager.FinalQueue,2,2,0,2,0,0,0,1,0,1,0,28.0,6.0,0.0,5.0,D:\ansible\executor\task_queue_manager.py,78.0
ansible.module_utils.facts.system.fips.FipsFactCollector,1,1,0,1,0,1,0,0,0,0,0,12.0,4.0,2.0,1.0,D:\ansible\module_utils\facts\system\fips.py,27.0
ansible.module_utils.facts.hardware.freebsd.FreeBSDHardware,3,3,0,3,0,1,0,0,0,2,0,206.0,10.0,2.0,7.0,D:\ansible\module_utils\facts\hardware\freebsd.py,30.0
ansible.module_utils.facts.hardware.freebsd.FreeBSDHardwareCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\hardware\freebsd.py,238.0
ansible.modules.hostname.FreeBSDHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,828.0
ansible.module_utils.facts.network.freebsd.FreeBSDNetwork,2,2,0,2,0,1,0,0,0,1,0,6.0,2.0,1.0,0.0,D:\ansible\module_utils\facts\network\freebsd.py,22.0
ansible.module_utils.facts.network.freebsd.FreeBSDNetworkCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\network\freebsd.py,30.0
ansible.modules.hostname.FreeBSDStrategy,3,3,0,3,0,1,0,0,0,2,0,58.0,8.0,2.0,5.0,D:\ansible\modules\hostname.py,448.0
ansible.module_utils.facts.virtual.freebsd.FreeBSDVirtual,4,4,0,4,0,2,0,0,0,2,0,50.0,3.0,1.0,1.0,D:\ansible\module_utils\facts\virtual\freebsd.py,24.0
ansible.module_utils.facts.virtual.freebsd.FreeBSDVirtualCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\virtual\freebsd.py,76.0
ansible.modules.group.FreeBsdGroup,2,1,1,1,0,1,1,0,0,0,0,42.0,7.0,3.0,3.0,D:\ansible\modules\group.py,346.0
ansible.modules.service.FreeBsdService,2,1,1,1,0,1,1,0,0,0,0,109.0,7.0,2.0,4.0,D:\ansible\modules\service.py,997.0
ansible.modules.user.FreeBsdUser,2,1,1,1,0,1,1,0,0,0,0,283.0,10.0,5.0,4.0,D:\ansible\modules\user.py,1332.0
ansible.galaxy.api.GalaxyAPI,0,0,0,0,0,0,0,0,0,0,0,661.0,27.0,0.0,26.0,D:\ansible\galaxy\api.py,275.0
ansible.cli.galaxy.GalaxyCLI,2,0,2,0,0,0,0,0,0,0,2,1693.0,48.0,2.0,45.0,D:\ansible\cli\galaxy.py,201.0
ansible.galaxy.api.GalaxyError,0,0,0,0,0,0,0,0,0,0,0,38.0,2.0,0.0,1.0,D:\ansible\galaxy\api.py,203.0
ansible.galaxy.role.GalaxyRole,0,0,0,0,0,0,0,0,0,0,0,411.0,20.0,5.0,14.0,D:\ansible\galaxy\role.py,75.0
ansible.galaxy.token.GalaxyToken,0,0,0,0,0,0,0,0,0,0,0,58.0,9.0,1.0,7.0,D:\ansible\galaxy\token.py,100.0
ansible.module_utils.facts.network.generic_bsd.GenericBsdIfconfigNetwork,8,1,7,1,0,1,7,0,0,0,0,296.0,19.0,1.0,17.0,D:\ansible\module_utils\facts\network\generic_bsd.py,25.0
ansible.modules.hostname.GentooHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,798.0
ansible.utils.context_objects.GlobalCLIArgs,1,1,0,1,0,1,0,0,0,0,0,7.0,3.0,0.0,0.0,D:\ansible\utils\context_objects.py,83.0
ansible.galaxy.collection.gpg.GpgBadArmor,1,1,0,1,0,1,0,0,0,0,0,2.0,2.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,246.0
ansible.galaxy.collection.gpg.GpgBadPassphrase,1,1,0,1,0,1,0,0,0,0,0,3.0,3.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,201.0
ansible.galaxy.collection.gpg.GpgBadSig,1,1,0,1,0,1,0,0,0,0,0,4.0,4.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,167.0
ansible.galaxy.collection.gpg.GpgBaseError,16,0,16,0,0,0,16,0,0,0,0,11.0,5.0,0.0,2.0,D:\ansible\galaxy\collection\gpg.py,132.0
ansible.galaxy.collection.gpg.GpgErrSig,1,1,0,1,0,1,0,0,0,0,0,13.0,9.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,174.0
ansible.galaxy.collection.gpg.GpgError,1,1,0,1,0,1,0,0,0,0,0,5.0,5.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,231.0
ansible.galaxy.collection.gpg.GpgExpKeySig,1,1,0,1,0,1,0,0,0,0,0,4.0,4.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,153.0
ansible.galaxy.collection.gpg.GpgExpSig,1,1,0,1,0,1,0,0,0,0,0,4.0,4.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,146.0
ansible.galaxy.collection.gpg.GpgFailure,1,1,0,1,0,1,0,0,0,0,0,4.0,4.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,239.0
ansible.galaxy.collection.gpg.GpgKeyExpired,1,1,0,1,0,1,0,0,0,0,0,3.0,3.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,251.0
ansible.galaxy.collection.gpg.GpgKeyRevoked,1,1,0,1,0,1,0,0,0,0,0,2.0,2.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,257.0
ansible.galaxy.collection.gpg.GpgMissingPassPhrase,1,1,0,1,0,1,0,0,0,0,0,2.0,2.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,196.0
ansible.galaxy.collection.gpg.GpgNoData,1,1,0,1,0,1,0,0,0,0,0,9.0,3.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,207.0
ansible.galaxy.collection.gpg.GpgNoPubkey,1,1,0,1,0,1,0,0,0,0,0,3.0,3.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,190.0
ansible.galaxy.collection.gpg.GpgNoSecKey,1,1,0,1,0,1,0,0,0,0,0,3.0,3.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,262.0
ansible.galaxy.collection.gpg.GpgRevKeySig,1,1,0,1,0,1,0,0,0,0,0,4.0,4.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,160.0
ansible.galaxy.collection.gpg.GpgUnexpected,1,1,0,1,0,1,0,0,0,0,0,9.0,3.0,0.0,0.0,D:\ansible\galaxy\collection\gpg.py,219.0
ansible.inventory.group.Group,0,0,0,0,0,0,0,0,0,0,0,234.0,23.0,1.0,22.0,D:\ansible\inventory\group.py,61.0
ansible.modules.group.Group,8,0,8,0,0,0,8,0,0,0,0,121.0,13.0,3.0,9.0,D:\ansible\modules\group.py,124.0
ansible.module_utils.urls.GzipDecodedReader,0,0,0,0,0,0,0,0,0,0,0,26.0,4.0,0.0,3.0,D:\ansible\module_utils\urls.py,361.0
ansible.modules.user.HPUX,1,1,0,1,0,1,0,0,0,0,0,143.0,7.0,3.0,3.0,D:\ansible\modules\user.py,2814.0
ansible.module_utils.facts.hardware.hpux.HPUXHardware,2,2,0,2,0,1,0,0,0,1,0,134.0,6.0,1.0,4.0,D:\ansible\module_utils\facts\hardware\hpux.py,24.0
ansible.module_utils.facts.hardware.hpux.HPUXHardwareCollector,2,1,1,1,0,1,0,0,0,0,1,5.0,4.0,3.0,0.0,D:\ansible\module_utils\facts\hardware\hpux.py,160.0
ansible.module_utils.facts.network.hpux.HPUXNetwork,2,2,0,2,0,1,0,0,0,1,0,56.0,5.0,1.0,3.0,D:\ansible\module_utils\facts\network\hpux.py,21.0
ansible.module_utils.facts.network.hpux.HPUXNetworkCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\network\hpux.py,79.0
ansible.module_utils.facts.virtual.hpux.HPUXVirtual,2,2,0,2,0,1,0,0,0,1,0,43.0,3.0,1.0,1.0,D:\ansible\module_utils\facts\virtual\hpux.py,24.0
ansible.module_utils.facts.virtual.hpux.HPUXVirtualCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\virtual\hpux.py,69.0
ansible.module_utils.urls.HTTPGSSAPIAuthHandler,0,0,0,0,0,0,0,0,0,0,0,74.0,6.0,2.0,3.0,D:\ansible\module_utils\urls.py,97.0
ansible.module_utils.urls.HTTPRedirectHandler,0,0,0,0,0,0,0,0,0,0,0,80.0,8.0,0.0,3.0,D:\ansible\module_utils\urls.py,389.0
ansible.playbook.handler.Handler,3,1,2,1,0,1,1,0,0,0,1,39.0,10.0,1.0,8.0,D:\ansible\playbook\handler.py,25.0
ansible.playbook.handler_task_include.HandlerTaskInclude,4,4,0,4,0,2,0,2,0,0,0,13.0,3.0,1.0,1.0,D:\ansible\playbook\handler_task_include.py,25.0
ansible.module_utils.facts.hardware.base.Hardware,9,1,8,1,0,0,8,0,0,1,0,9.0,3.0,1.0,2.0,D:\ansible\module_utils\facts\hardware\base.py,36.0
ansible.module_utils.facts.hardware.base.HardwareCollector,12,1,11,1,0,1,10,0,0,0,1,21.0,9.0,3.0,1.0,D:\ansible\module_utils\facts\hardware\base.py,47.0
ansible.inventory.host.Host,1,1,0,1,0,0,0,1,0,0,0,139.0,19.0,1.0,18.0,D:\ansible\inventory\host.py,30.0
ansible.plugins.callback.junit.HostData,0,0,0,0,0,0,0,0,0,0,0,11.0,1.0,0.0,1.0,D:\ansible\plugins\callback\junit.py,353.0
ansible.executor.play_iterator.HostState,0,0,0,0,0,0,0,0,0,0,0,87.0,6.0,0.0,6.0,D:\ansible\executor\play_iterator.py,56.0
ansible.vars.hostvars.HostVars,1,1,0,1,0,0,0,0,0,1,0,80.0,16.0,0.0,15.0,D:\ansible\vars\hostvars.py,30.0
ansible.vars.hostvars.HostVarsVars,0,0,0,0,0,0,0,0,0,0,0,23.0,7.0,0.0,6.0,D:\ansible\vars\hostvars.py,112.0
ansible.modules.hostname.Hostname,37,0,37,0,0,0,35,0,0,0,2,46.0,11.0,3.0,7.0,D:\ansible\modules\hostname.py,604.0
ansible.module_utils.facts.hardware.hurd.HurdHardware,2,2,0,2,0,1,0,0,0,1,0,25.0,3.0,1.0,1.0,D:\ansible\module_utils\facts\hardware\hurd.py,23.0
ansible.module_utils.facts.hardware.hurd.HurdHardwareCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\hardware\hurd.py,50.0
ansible.module_utils.facts.network.hurd.HurdNetworkCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\network\hurd.py,84.0
ansible.module_utils.facts.network.hurd.HurdPfinetNetwork,2,2,0,2,0,1,0,0,0,1,0,59.0,5.0,2.0,2.0,D:\ansible\module_utils\facts\network\hurd.py,23.0
ansible.module_utils.common.collections.ImmutableDict,1,0,1,0,0,0,1,0,0,0,0,52.0,10.0,0.0,9.0,D:\ansible\module_utils\common\collections.py,13.0
ansible.playbook.role_include.IncludeRole,2,1,1,1,0,1,0,0,0,0,1,141.0,14.0,7.0,6.0,D:\ansible\playbook\role_include.py,34.0
ansible.playbook.included_file.IncludedFile,0,0,0,0,0,0,0,0,0,0,0,191.0,5.0,0.0,5.0,D:\ansible\playbook\included_file.py,35.0
ansible.module_utils.distro._distro.InfoDict,1,0,1,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,D:\ansible\module_utils\distro\_distro.py,71.0
ansible.executor.interpreter_discovery.InterpreterDiscoveryRequiredError,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,0.0,3.0,D:\ansible\executor\interpreter_discovery.py,27.0
ansible.modules.apt_repository.InvalidSource,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,D:\ansible\modules\apt_repository.py,222.0
ansible.cli.inventory.InventoryCLI,3,0,3,0,0,0,0,0,0,0,3,382.0,20.0,2.0,17.0,D:\ansible\cli\inventory.py,28.0
ansible.inventory.data.InventoryData,2,1,1,1,0,0,0,0,1,1,0,248.0,14.0,0.0,13.0,D:\ansible\inventory\data.py,35.0
ansible.inventory.manager.InventoryManager,3,2,1,2,0,0,0,0,0,2,1,613.0,30.0,0.0,29.0,D:\ansible\inventory\manager.py,139.0
ansible.plugins.inventory.advanced_host_list.InventoryModule,0,0,0,0,0,0,0,0,0,0,0,33.0,4.0,1.0,2.0,D:\ansible\plugins\inventory\advanced_host_list.py,30.0
ansible.plugins.inventory.auto.InventoryModule,0,0,0,0,0,0,0,0,0,0,0,34.0,4.0,1.0,2.0,D:\ansible\plugins\inventory\auto.py,29.0
ansible.plugins.inventory.constructed.InventoryModule,1,0,1,0,0,0,0,0,0,0,1,85.0,8.0,1.0,6.0,D:\ansible\plugins\inventory\constructed.py,94.0
ansible.plugins.inventory.generator.InventoryModule,0,0,0,0,0,0,0,0,0,0,0,53.0,7.0,1.0,5.0,D:\ansible\plugins\inventory\generator.py,82.0
ansible.plugins.inventory.host_list.InventoryModule,0,0,0,0,0,0,0,0,0,0,0,32.0,4.0,1.0,2.0,D:\ansible\plugins\inventory\host_list.py,34.0
ansible.plugins.inventory.ini.InventoryModule,0,0,0,0,0,0,0,0,0,0,0,309.0,15.0,3.0,11.0,D:\ansible\plugins\inventory\ini.py,87.0
ansible.plugins.inventory.script.InventoryModule,0,0,0,0,0,0,0,0,0,0,0,154.0,7.0,1.0,5.0,D:\ansible\plugins\inventory\script.py,168.0
ansible.plugins.inventory.toml.InventoryModule,0,0,0,0,0,0,0,0,0,0,0,105.0,6.0,1.0,4.0,D:\ansible\plugins\inventory\toml.py,193.0
ansible.plugins.inventory.yaml.InventoryModule,0,0,0,0,0,0,0,0,0,0,0,103.0,7.0,1.0,5.0,D:\ansible\plugins\inventory\yaml.py,80.0
ansible.inventory.group.InventoryObjectType,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,0.0,D:\ansible\inventory\group.py,56.0
ansible.module_utils.facts.network.iscsi.IscsiInitiatorNetworkCollector,1,1,0,1,0,1,0,0,0,0,0,85.0,5.0,2.0,2.0,D:\ansible\module_utils\facts\network\iscsi.py,29.0
ansible.executor.play_iterator.IteratingStates,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,6.0,0.0,D:\ansible\executor\play_iterator.py,38.0
ansible.plugins.loader.Jinja2Loader,1,1,0,1,0,1,0,0,0,0,0,258.0,9.0,0.0,8.0,D:\ansible\plugins\loader.py,1108.0
ansible.template.native_helpers.Json2Python,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,0.0,1.0,D:\ansible\template\native_helpers.py,24.0
ansible.utils.jsonrpc.JsonRpcServer,1,1,0,1,0,0,0,0,0,1,0,95.0,12.0,1.0,10.0,D:\ansible\utils\jsonrpc.py,18.0
ansible.modules.hostname.KaliHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,744.0
ansible.galaxy.token.KeycloakToken,0,0,0,0,0,0,0,0,0,0,0,54.0,6.0,1.0,4.0,D:\ansible\galaxy\token.py,44.0
ansible.modules.hostname.KylinHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,732.0
ansible.module_utils.facts.system.lsb.LSBFactCollector,1,1,0,1,0,1,0,0,0,0,0,80.0,7.0,3.0,3.0,D:\ansible\module_utils\facts\system\lsb.py,28.0
ansible.executor.module_common.LegacyModuleUtilLocator,1,1,0,1,0,1,0,0,0,0,0,40.0,4.0,0.0,3.0,D:\ansible\executor\module_common.py,774.0
ansible.module_utils.facts.packages.LibMgr,3,1,2,1,0,1,2,0,0,0,0,17.0,4.0,1.0,2.0,D:\ansible\module_utils\facts\packages.py,52.0
ansible.modules.hostname.LinaroHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,768.0
ansible.modules.group.Linux,1,1,0,1,0,1,0,0,0,0,0,21.0,4.0,2.0,1.0,D:\ansible\modules\group.py,249.0
ansible.module_utils.distro._distro.LinuxDistribution,0,0,0,0,0,0,0,0,0,0,0,708.0,34.0,0.0,34.0,D:\ansible\module_utils\distro\_distro.py,649.0
ansible.module_utils.facts.hardware.linux.LinuxHardware,3,2,1,2,0,1,1,0,0,1,0,847.0,31.0,6.0,24.0,D:\ansible\module_utils\facts\hardware\linux.py,56.0
ansible.module_utils.facts.hardware.linux.LinuxHardwareCollector,2,1,1,1,0,1,0,0,0,0,1,5.0,4.0,3.0,0.0,D:\ansible\module_utils\facts\hardware\linux.py,905.0
ansible.module_utils.facts.network.linux.LinuxNetwork,2,2,0,2,0,1,0,0,0,1,0,330.0,13.0,2.0,5.0,D:\ansible\module_utils\facts\network\linux.py,29.0
ansible.module_utils.facts.network.linux.LinuxNetworkCollector,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\module_utils\facts\network\linux.py,361.0
ansible.modules.service.LinuxService,2,1,1,1,0,1,0,0,0,0,1,537.0,10.0,2.0,7.0,D:\ansible\modules\service.py,458.0
ansible.modules.wait_for.LinuxTCPConnectionInfo,1,1,0,1,0,1,0,0,0,0,0,72.0,18.0,8.0,3.0,D:\ansible\modules\wait_for.py,337.0
ansible.module_utils.facts.virtual.linux.LinuxVirtual,2,2,0,2,0,1,0,0,0,1,0,374.0,3.0,1.0,1.0,D:\ansible\module_utils\facts\virtual\linux.py,26.0
ansible.module_utils.facts.virtual.linux.LinuxVirtualCollector,2,1,1,1,0,1,0,0,0,0,1,3.0,3.0,2.0,0.0,D:\ansible\module_utils\facts\virtual\linux.py,402.0
ansible.modules.hostname.LinuxmintHostname,2,1,1,1,0,1,0,0,0,0,1,4.0,4.0,3.0,0.0,D:\ansible\modules\hostname.py,762.0
ansible.module_utils.facts.system.loadavg.LoadAvgFactCollector,1,1,0,1,0,1,0,0,0,0,0,18.0,4.0,2.0,1.0,D:\ansible\module_utils\facts\system\loadavg.py,13.0
ansible.module_utils.facts.system.local.LocalFactCollector,1,1,0,1,0,1,0,0,0,0,0,85.0,4.0,2.0,1.0,D:\ansible\module_utils\facts\system\local.py,32.0
ansible.plugins.lookup.config.LookupModule,0,0,0,0,0,0,0,0,0,0,0,44.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\config.py,127.0
ansible.plugins.lookup.csvfile.LookupModule,0,0,0,0,0,0,0,0,0,0,0,66.0,3.0,0.0,2.0,D:\ansible\plugins\lookup\csvfile.py,140.0
ansible.plugins.lookup.dict.LookupModule,0,0,0,0,0,0,0,0,0,0,0,16.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\dict.py,61.0
ansible.plugins.lookup.env.LookupModule,0,0,0,0,0,0,0,0,0,0,0,14.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\env.py,66.0
ansible.plugins.lookup.file.LookupModule,0,0,0,0,0,0,0,0,0,0,0,28.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\file.py,63.0
ansible.plugins.lookup.fileglob.LookupModule,0,0,0,0,0,0,0,0,0,0,0,28.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\fileglob.py,58.0
ansible.plugins.lookup.first_found.LookupModule,0,0,0,0,0,0,0,0,0,0,0,82.0,3.0,0.0,2.0,D:\ansible\plugins\lookup\first_found.py,164.0
ansible.plugins.lookup.indexed_items.LookupModule,0,0,0,0,0,0,0,0,0,0,0,12.0,3.0,0.0,2.0,D:\ansible\plugins\lookup\indexed_items.py,40.0
ansible.plugins.lookup.ini.LookupModule,0,0,0,0,0,0,0,0,0,0,0,87.0,3.0,0.0,2.0,D:\ansible\plugins\lookup\ini.py,124.0
ansible.plugins.lookup.inventory_hostnames.LookupModule,0,0,0,0,0,0,0,0,0,0,0,12.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\inventory_hostnames.py,41.0
ansible.plugins.lookup.items.LookupModule,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\items.py,68.0
ansible.plugins.lookup.lines.LookupModule,0,0,0,0,0,0,0,0,0,0,0,13.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\lines.py,50.0
ansible.plugins.lookup.list.LookupModule,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\list.py,38.0
ansible.plugins.lookup.nested.LookupModule,0,0,0,0,0,0,0,0,0,0,0,29.0,3.0,0.0,2.0,D:\ansible\plugins\lookup\nested.py,56.0
ansible.plugins.lookup.password.LookupModule,0,0,0,0,0,0,0,0,0,0,0,119.0,3.0,0.0,2.0,D:\ansible\plugins\lookup\password.py,300.0
ansible.plugins.lookup.pipe.LookupModule,0,0,0,0,0,0,0,0,0,0,0,22.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\pipe.py,53.0
ansible.plugins.lookup.random_choice.LookupModule,0,0,0,0,0,0,0,0,0,0,0,12.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\random_choice.py,41.0
ansible.plugins.lookup.sequence.LookupModule,0,0,0,0,0,0,0,0,0,0,0,135.0,7.0,0.0,6.0,D:\ansible\plugins\lookup\sequence.py,103.0
ansible.plugins.lookup.subelements.LookupModule,0,0,0,0,0,0,0,0,0,0,0,74.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\subelements.py,95.0
ansible.plugins.lookup.template.LookupModule,0,0,0,0,0,0,0,0,0,0,0,73.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\template.py,100.0
ansible.plugins.lookup.together.LookupModule,0,0,0,0,0,0,0,0,0,0,0,24.0,3.0,0.0,2.0,D:\ansible\plugins\lookup\together.py,44.0
ansible.plugins.lookup.unvault.LookupModule,0,0,0,0,0,0,0,0,0,0,0,23.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\unvault.py,43.0
ansible.plugins.lookup.url.LookupModule,0,0,0,0,0,0,0,0,0,0,0,48.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\url.py,228.0
ansible.plugins.lookup.varnames.LookupModule,0,0,0,0,0,0,0,0,0,0,0,26.0,2.0,0.0,1.0,D:\ansible\plugins\lookup\varnames.py,53.0
