full_name,label,degree,neighbors_count,in_degree,out_degree,self_loops,max_call_circles
mailpile.commands.SearchResults._message,860,7,6,1,6,0,0
mailpile.commands.SearchResults._metadata,717,12,11,1,11,0,0
mailpile.commands.SearchResults._msg_addresses,793,7,4,3,4,0,0
mailpile.commands.SearchResults._msg_tags,828,2,0,2,0,0,0
mailpile.commands.SearchResults._name,665,2,1,1,1,0,0
mailpile.commands.SearchResults._names,680,3,3,0,3,0,0
mailpile.commands.SearchResults._prune_msg_tree,854,2,1,1,1,0,0
mailpile.commands.SearchResults._tag,833,3,1,2,1,0,0
mailpile.commands.SearchResults._thread,836,3,2,1,2,0,0
mailpile.commands.SearchResults.add_email,993,6,4,2,4,0,0
mailpile.commands.SearchResults.add_msg_info,968,9,7,2,7,0,0
mailpile.commands.SearchResults.as_text,1031,8,8,0,8,0,0
mailpile.commands.SearchResults.next_set,1008,2,1,1,1,0,0
mailpile.commands.SearchResults.previous_set,1013,2,1,1,1,0,0
mailpile.commands.TrustingQQQ.command,2513,1,1,0,1,0,0
mailpile.commands.WritePID.command,1516,2,2,0,2,0,0
mailpile.config.(global),0,2,2,0,2,0,0
mailpile.config.CommentedEscapedConfigParser._decode_value,221,3,1,2,1,0,0
mailpile.config.CommentedEscapedConfigParser.get,227,1,1,0,1,0,0
mailpile.config.CommentedEscapedConfigParser.items,233,10,1,9,1,0,0
mailpile.config.CommentedEscapedConfigParser.set,201,6,1,5,1,0,0
mailpile.config.ConfigDict.all_keys,1133,1,1,0,1,0,0
mailpile.config.ConfigDict.append,1137,8,4,4,4,0,0
mailpile.config.ConfigDict.reset,1123,4,2,2,2,1,1
mailpile.config.ConfigList.__createkey_and_setitem__,964,2,1,1,1,0,0
mailpile.config.ConfigList.__fixkey__,987,4,0,4,0,0,0
mailpile.config.ConfigList.__getitem__,1001,1,1,0,1,0,0
mailpile.config.ConfigList.__passkey__,981,3,2,1,2,0,0
mailpile.config.ConfigList.all_keys,1018,1,1,0,1,0,0
mailpile.config.ConfigList.append,972,4,2,2,2,0,0
mailpile.config.ConfigList.fmt_key,1004,5,3,2,3,0,6
mailpile.config.ConfigList.get,995,1,1,0,1,0,0
mailpile.config.ConfigList.iteritems,1011,59,1,58,1,0,6
mailpile.config.ConfigList.iterkeys,1008,4,1,3,1,0,6
mailpile.config.ConfigList.keys,1015,70,1,69,1,0,0
mailpile.config.ConfigList.update,1024,1,1,0,1,0,0
mailpile.config.ConfigList.values,1021,40,0,40,0,0,0
mailpile.config.ConfigManager.DEFAULT_WORKDIR,1200,1,0,1,0,0,0
mailpile.config.ConfigManager.__init__,1230,10,9,1,9,0,0
mailpile.config.ConfigManager._find_mail_source,1640,5,3,2,3,0,0
mailpile.config.ConfigManager._mailbox_info,1734,6,5,1,5,0,0
mailpile.config.ConfigManager._mkworkdir,1290,3,1,2,1,0,0
mailpile.config.ConfigManager._save_master_key,1521,4,3,1,3,0,0
mailpile.config.ConfigManager._unlocked_load,1395,25,23,2,23,1,3
mailpile.config.ConfigManager._unlocked_prepare_workers,2205,11,10,1,10,0,0
mailpile.config.ConfigManager._unlocked_save,1569,16,15,1,15,0,0
mailpile.config.ConfigManager.cache_mailbox,1781,3,2,1,2,0,0
mailpile.config.ConfigManager.clean_tempfile_dir,2122,3,2,1,2,0,0
mailpile.config.ConfigManager.create_local_mailstore,1912,4,2,2,2,0,0
mailpile.config.ConfigManager.daemons_started,2188,2,0,2,0,0,0
mailpile.config.ConfigManager.data_directory,2061,3,1,2,1,0,0
mailpile.config.ConfigManager.data_file_and_mimetype,2083,5,3,2,3,0,0
mailpile.config.ConfigManager.find_mboxids_and_sources_by_path,1806,4,2,2,2,0,0
mailpile.config.ConfigManager.flush_mbox_cache,1792,5,1,4,1,0,0
mailpile.config.ConfigManager.getLocaleDirectory,2055,2,0,2,0,0,0
mailpile.config.ConfigManager.get_index,2154,4,3,1,3,0,0
mailpile.config.ConfigManager.get_mail_source,2192,4,1,3,1,0,0
mailpile.config.ConfigManager.get_mailboxes,1653,8,4,4,4,0,0
mailpile.config.ConfigManager.get_passphrase,1944,9,8,1,8,0,0
mailpile.config.ConfigManager.get_profile,1998,10,5,5,5,0,0
mailpile.config.ConfigManager.get_route,2039,5,4,1,4,0,0
mailpile.config.ConfigManager.history_file,2098,2,0,2,0,0,0
mailpile.config.ConfigManager.interruptable_wait_for_lock,2143,2,0,2,0,0,0
mailpile.config.ConfigManager.is_editable_mailbox,1695,3,0,3,0,0,0
mailpile.config.ConfigManager.is_editable_message,1682,3,1,2,1,0,0
mailpile.config.ConfigManager.load,1367,3,1,2,1,0,3
mailpile.config.ConfigManager.load_master_key,1371,5,3,2,3,0,0
mailpile.config.ConfigManager.load_pickle,1706,7,1,6,1,0,0
mailpile.config.ConfigManager.load_plugins,1505,6,5,1,5,0,3
mailpile.config.ConfigManager.mailindex_file,2101,3,0,3,0,0,0
mailpile.config.ConfigManager.mailpile_path,2104,4,1,3,1,0,0
mailpile.config.ConfigManager.open_file,2175,4,2,2,2,0,0
mailpile.config.ConfigManager.open_local_mailbox,1933,10,4,6,4,0,0
mailpile.config.ConfigManager.open_mailbox,1860,9,7,2,7,0,0
mailpile.config.ConfigManager.open_mailbox_path,1834,9,8,1,8,0,0
mailpile.config.ConfigManager.parse_config,1296,7,5,2,5,0,0
mailpile.config.ConfigManager.postinglist_dir,2134,3,0,3,0,0,0
mailpile.config.ConfigManager.prepare_workers,2184,11,1,10,1,0,0
mailpile.config.ConfigManager.reset_rules_from_source,1499,2,1,1,1,0,0
mailpile.config.ConfigManager.save,1517,1,1,0,1,0,0
mailpile.config.ConfigManager.save_mailbox,1750,2,1,1,1,0,0
mailpile.config.ConfigManager.save_pickle,1720,7,2,5,2,0,0
mailpile.config.ConfigManager.stop_workers,2330,7,3,4,3,0,0
mailpile.config.ConfigManager.tempfile_dir,2116,6,0,6,0,0,0
mailpile.config.ConfigManager.uncache_mailbox,1754,3,1,2,1,0,0
mailpile.config.ConfigPrinter,152,3,2,1,2,1,1
mailpile.config.ConfigRule,124,4,0,4,0,0,0
mailpile.config.CriticalConfigRule,146,2,1,1,1,0,0
mailpile.config.KeyConfigRule,138,2,1,1,1,0,0
mailpile.config.MailpileJinjaLoader.__init__,1170,1,0,1,0,0,0
mailpile.config.MailpileJinjaLoader.get_source,1173,1,1,0,1,0,0
mailpile.config.PublicConfigRule,132,2,1,1,1,0,0
mailpile.config.RuledContainer,596,13,13,0,13,0,0
mailpile.config.SecurePassphraseStorage.__init__,63,7,1,6,1,0,0
mailpile.config.SecurePassphraseStorage.compare,85,3,1,2,1,0,0
mailpile.config.SecurePassphraseStorage.get_reader,97,5,1,4,1,0,0
mailpile.config.SecurePassphraseStorage.is_set,75,4,0,4,0,0,0
mailpile.config.SecurePassphraseStorage.read_byte_at,92,1,0,1,0,0,0
mailpile.config.SecurePassphraseStorage.set_passphrase,78,4,1,3,1,0,0
mailpile.config.WebRootCheck,438,2,1,1,1,0,0
mailpile.config._B36Check,391,1,1,0,1,0,0
mailpile.config._BoolCheck,246,2,2,0,2,0,0
mailpile.config._DirCheck,477,2,2,0,2,0,0
mailpile.config._DnsNameValid,328,1,0,1,0,0,0
mailpile.config._EmailCheck,533,2,1,1,1,0,0
mailpile.config._FileCheck,459,2,2,0,2,0,0
mailpile.config._GPGKeyCheck,545,3,3,0,3,0,0
mailpile.config._HostNameCheck,370,3,3,0,3,0,0
mailpile.config._HostNameValid,337,2,1,1,1,0,0
mailpile.config._MakeCheck,238,1,0,1,0,0,0
mailpile.config._NewPathCheck,495,1,1,0,1,0,0
mailpile.config._PathCheck,418,4,1,3,1,0,0
mailpile.config._RouteProtocolCheck,315,2,2,0,2,0,0
mailpile.config._SlashSlugCheck,305,1,1,0,1,0,0
mailpile.config._SlugCheck,281,4,3,1,3,0,0
mailpile.config._UrlCheck,510,1,1,0,1,0,0
mailpile.conn_brokers.(global),0,2,2,0,2,0,0
mailpile.conn_brokers.AutoHttpsConnBroker._proxy,443,1,1,0,1,0,0
mailpile.conn_brokers.AutoHttpsConnBroker._proxy_address,436,1,1,0,1,0,0
mailpile.conn_brokers.BaseConnectionBroker.__init__,175,2,0,2,0,0,0
mailpile.conn_brokers.BaseConnectionBroker._check,200,4,2,2,2,0,0
mailpile.conn_brokers.BaseConnectionBroker._describe,215,1,0,1,0,0,0
mailpile.conn_brokers.BaseConnectionBroker._get_urls,254,1,0,1,0,0,0
mailpile.conn_brokers.BaseConnectionBroker._raise_or_none,195,1,0,1,0,0,0
mailpile.conn_brokers.BaseConnectionBroker.config,188,4,1,3,1,1,1
mailpile.conn_brokers.BaseConnectionBroker.configure,181,3,0,3,0,0,0
mailpile.conn_brokers.BaseConnectionBroker.context,222,2,1,1,1,0,0
mailpile.conn_brokers.BaseConnectionBroker.create_conn_with_caps,225,3,2,1,2,0,0
mailpile.conn_brokers.BaseConnectionBroker.create_connection,231,1,1,0,1,0,0
mailpile.conn_brokers.BaseConnectionBroker.debug,218,36,0,36,0,0,0
mailpile.conn_brokers.BaseConnectionBroker.get_urls,246,2,2,0,2,0,0
mailpile.conn_brokers.BaseConnectionBroker.set_config,184,1,1,0,1,0,0
mailpile.conn_brokers.BaseConnectionBrokerProxy._create_connection,413,3,3,0,3,0,0
mailpile.conn_brokers.BaseConnectionBrokerProxy._proxy,405,1,0,1,0,0,0
mailpile.conn_brokers.BaseConnectionBrokerProxy._proxy_address,402,1,0,1,0,0,0
mailpile.conn_brokers.BaseConnectionBrokerProxy._wrap_ssl,408,2,1,1,1,0,0
mailpile.conn_brokers.BrokeredContext.__enter__,151,2,2,0,2,0,0
mailpile.conn_brokers.BrokeredContext.__exit__,165,1,1,0,1,0,0
mailpile.conn_brokers.BrokeredContext.__init__,130,2,1,1,1,0,0
mailpile.conn_brokers.BrokeredContext._reset,138,2,0,2,0,0,0
mailpile.conn_brokers.BrokeredContext._unmonkey,145,2,0,2,0,0,0
mailpile.conn_brokers.DisableUnbrokeredConnections,519,1,0,1,0,0,0
mailpile.conn_brokers.MasterBroker.__init__,468,2,1,1,1,0,0
mailpile.conn_brokers.MasterBroker.create_conn_with_caps,497,1,1,0,1,0,0
mailpile.conn_brokers.MasterBroker.get_urls,512,2,2,0,2,0,0
mailpile.conn_brokers.MasterBroker.register_broker,482,2,2,0,2,0,0
mailpile.conn_brokers.SocksConnBroker.__init__,314,1,1,0,1,0,0
mailpile.conn_brokers.SocksConnBroker._conn,334,1,1,0,1,0,0
mailpile.conn_brokers.SocksConnBroker.configure,319,2,2,0,2,0,0
mailpile.conn_brokers.TcpConnectionBroker._avoid,290,2,1,1,1,0,0
mailpile.conn_brokers.TcpConnectionBroker._conn,294,1,0,1,0,0,0
mailpile.conn_brokers.TcpConnectionBroker._create_connection,297,4,3,1,3,0,0
mailpile.conn_brokers.TcpConnectionBroker.configure,275,2,2,0,2,0,0
mailpile.conn_brokers.TorOnionBroker._avoid,387,1,1,0,1,0,0
mailpile.contrib.datadig.datadig.dataDigCommand._cell,46,6,5,1,5,0,0
mailpile.contrib.datadig.datadig.dataDigCommand._filter,38,1,0,1,0,0,0
mailpile.contrib.datadig.datadig.dataDigCommand._truthy,72,2,1,1,1,0,0
mailpile.contrib.datadig.datadig.dataDigCommand.command,75,14,14,0,14,0,0
mailpile.contrib.demos.demos.DemoVCardImporter.get_vcards,54,2,2,0,2,0,0
mailpile.contrib.demos.demos.md5sumCommand.command,104,3,3,0,3,0,0
mailpile.contrib.experiments.experiments.EmailCryptoTxf.DkgHeaderTransformIncoming,141,1,0,1,0,0,0
mailpile.contrib.experiments.experiments.EmailCryptoTxf.DkgHeaderTransformOutgoing,72,7,6,1,6,0,0
mailpile.contrib.experiments.experiments.EmailCryptoTxf.TransformIncoming,165,1,1,0,1,0,0
mailpile.contrib.experiments.experiments.EmailCryptoTxf.TransformOutgoing,150,2,2,0,2,0,0
mailpile.contrib.experiments.experiments._AddCryptoState,16,2,0,2,0,0,0
mailpile.contrib.experiments.experiments._CopyAsMultipart,22,6,5,1,5,0,0
mailpile.contrib.experiments.experiments.paragraph_id_extractor,181,2,2,0,2,0,0
mailpile.contrib.forcegrapher.forcegrapher.Graph.command,21,5,5,0,5,0,0
mailpile.contrib.gui.gui-o-matic.(global),0,2,2,0,2,0,0
mailpile.contrib.gui.gui-o-matic.Indicator.__init__,22,1,0,1,0,0,0
mailpile.contrib.gui.gui-o-matic.Indicator._add_menu_item,58,1,0,1,0,0,0
mailpile.contrib.gui.gui-o-matic.Indicator._create_menu_from_config,62,3,1,2,1,0,0
mailpile.contrib.gui.gui-o-matic.Indicator._do,26,6,4,2,4,0,0
mailpile.contrib.gui.gui-o-matic.Indicator._set_status,66,5,0,5,0,0,0
mailpile.contrib.gui.gui-o-matic.Indicator._theme_icon,55,2,0,2,0,0,0
