full_name,label,degree,neighbors_count,in_degree,out_degree,self_loops,max_call_circles
audiotests.AudioWriteTests.test_context_manager_with_open_file,90,1,1,0,1,0,0
audiotests.AudioWriteTests.test_incompleted_write,158,3,3,0,3,0,0
audiotests.AudioWriteTests.test_multiple_writes,170,3,3,0,3,0,0
audiotests.AudioWriteTests.test_overflowed_write,184,3,3,0,3,0,0
audiotests.AudioWriteTests.test_unseekable_incompleted_write,212,3,3,0,3,0,0
audiotests.AudioWriteTests.test_unseekable_overflowed_write,230,3,3,0,3,0,0
audiotests.AudioWriteTests.test_unseekable_read,196,2,2,0,2,0,0
audiotests.AudioWriteTests.test_unseekable_write,204,2,2,0,2,0,0
audiotests.AudioWriteTests.test_write,126,2,2,0,2,0,0
audiotests.AudioWriteTests.test_write_array,142,2,2,0,2,0,0
audiotests.AudioWriteTests.test_write_bytearray,134,2,2,0,2,0,0
audiotests.AudioWriteTests.test_write_context_manager_calls_close,79,1,1,0,1,0,0
audiotests.AudioWriteTests.test_write_memoryview,150,2,2,0,2,0,0
audiotests.AudioWriteTests.test_write_params,71,2,2,0,2,0,0
badsyntax_future3.(global),0,1,1,0,1,0,0
badsyntax_future3.f,5,1,0,1,0,0,0
badsyntax_future4.(global),0,1,1,0,1,0,0
badsyntax_future4.f,5,1,0,1,0,0,0
badsyntax_future5.(global),0,1,1,0,1,0,0
badsyntax_future5.f,7,1,0,1,0,0,0
badsyntax_future6.(global),0,1,1,0,1,0,0
badsyntax_future6.f,5,1,0,1,0,0,0
badsyntax_future7.(global),0,1,1,0,1,0,0
badsyntax_future7.f,6,1,0,1,0,0,0
badsyntax_future8.(global),0,1,1,0,1,0,0
badsyntax_future8.f,5,1,0,1,0,0,0
badsyntax_future9.(global),0,1,1,0,1,0,0
badsyntax_future9.f,5,1,0,1,0,0,0
buffer_tests.MixinBytesBufferCommonTests.marshal,12,18,0,18,0,0,0
buffer_tests.MixinBytesBufferCommonTests.test_capitalize,101,3,3,0,3,0,0
buffer_tests.MixinBytesBufferCommonTests.test_center,126,3,3,0,3,0,0
buffer_tests.MixinBytesBufferCommonTests.test_expandtabs,156,3,3,0,3,0,0
buffer_tests.MixinBytesBufferCommonTests.test_isalnum,71,2,2,0,2,0,0
buffer_tests.MixinBytesBufferCommonTests.test_isalpha,61,2,2,0,2,0,0
buffer_tests.MixinBytesBufferCommonTests.test_isdigit,82,2,2,0,2,0,0
buffer_tests.MixinBytesBufferCommonTests.test_islower,16,2,2,0,2,0,0
buffer_tests.MixinBytesBufferCommonTests.test_isspace,50,2,2,0,2,0,0
buffer_tests.MixinBytesBufferCommonTests.test_istitle,36,2,2,0,2,0,0
buffer_tests.MixinBytesBufferCommonTests.test_isupper,26,2,2,0,2,0,0
buffer_tests.MixinBytesBufferCommonTests.test_ljust,110,3,3,0,3,0,0
buffer_tests.MixinBytesBufferCommonTests.test_lower,91,3,3,0,3,0,0
buffer_tests.MixinBytesBufferCommonTests.test_rjust,118,3,3,0,3,0,0
buffer_tests.MixinBytesBufferCommonTests.test_splitlines,196,3,3,0,3,0,0
buffer_tests.MixinBytesBufferCommonTests.test_swapcase,134,3,3,0,3,0,0
buffer_tests.MixinBytesBufferCommonTests.test_title,185,3,3,0,3,0,0
buffer_tests.MixinBytesBufferCommonTests.test_upper,96,3,3,0,3,0,0
buffer_tests.MixinBytesBufferCommonTests.test_zfill,140,3,3,0,3,0,0
bytecode_helper.BytecodeTestCase.assertInBytecode,17,13,2,11,2,0,0
